element_id,project_id,element_type,length_mm,width_mm,thickness_mm,mix_w_c,cement_type,admixture,admixture_dose_pct,curing_method,automation_level,ambient_temp_c,ambient_rh_pct,casting_datetime,strength_hr24,strength_hr48,strength_hr72,strength_hr96,strength_hr168,yard_day_cost,rework_cost,required_demould_strength,mold_id,mold_count_available,daily_demand,steam_energy_cost_per_hour,electricity_cost_per_hour,labor_cost_per_shift,region,monsoon_flag,curing_chamber_capacity,baseline_cycle_time,mold_opportunity_cost
E00115,P02,Column,7319,2585,487,0.38,PSC,Retarder,0.74,Moist,2,27.6,74.5,2025-06-14 09:00:00,25.07,32.62,34.89,35.58,35.87,4818,33270,19,M121,68,35,1008,489,17126,Central,1,18,21,3804
E00116,P02,Column,5918,1024,320,0.48,PSC,Accelerator,1.41,Moist,2,16.5,53.8,2025-01-09 08:00:00,16.59,21.58,23.09,23.54,23.73,4303,34361,23,M066,68,46,1457,678,20037,South,0,19,25,2942
E00117,P02,Beam,7941,640,656,0.47,OPC,Accelerator,1.2,Steam,0,19.6,50.5,2025-10-07 15:00:00,21.2,27.67,29.61,30.2,30.45,5365,18209,24,M036,73,55,1036,334,23586,South,0,9,20,2395
E00118,P05,Column,8900,2398,136,0.44,OPC,Plasticizer,0.74,Steam,1,26.6,77.4,2025-07-11 01:00:00,25.1,33.01,35.39,36.1,36.41,3824,18548,22,M138,38,16,1314,716,23433,West,1,18,25,1938
E00119,P01,Beam,8577,2556,378,0.36,PSC,Retarder,0.6,Moist,0,32.8,84.8,2025-03-18 07:00:00,31.51,40.08,42.66,43.44,43.76,4564,31304,25,M145,35,59,1031,453,23207,Central,0,7,21,1882
E00120,P04,Column,3959,438,295,0.37,OPC,Retarder,0.84,Moist,2,28.3,52.1,2025-07-13 17:00:00,25.81,33.59,35.93,36.63,36.93,5406,28855,19,M136,78,17,1035,408,23342,West,1,23,35,2610
E00121,P01,Slab,4969,1688,136,0.39,OPC,Plasticizer,0.75,Ambient,2,15.5,56.1,2025-12-17 08:00:00,17.26,22.46,24.03,24.5,24.7,5481,31051,19,M077,30,51,1046,590,18375,North,0,22,30,3072
E00122,P02,Wall,3939,800,567,0.37,OPC,Accelerator,1.37,Moist,2,29.8,74.0,2025-09-14 23:00:00,26.54,34.53,36.94,37.66,37.97,5374,38115,24,M084,21,55,1079,701,19381,North,1,20,27,2957
E00123,P05,Column,4202,2933,422,0.47,OPC,Plasticizer,0.9,Ambient,0,17.2,66.9,2025-08-10 05:00:00,17.15,21.86,23.28,23.71,23.88,4348,23053,24,M040,67,39,1124,484,13745,West,1,7,20,2762
E00124,P04,Beam,4215,1167,561,0.41,PSC,Plasticizer,0.45,Steam,2,22.1,58.2,2025-05-19 03:00:00,25.24,32.85,35.14,35.83,36.12,4635,21384,18,M023,42,50,895,605,21798,East,0,15,32,1550
E00125,P03,Beam,8185,2534,293,0.45,PSC,Accelerator,0.98,Ambient,1,23.9,89.3,2025-07-18 02:00:00,18.1,23.76,25.46,25.97,26.19,4416,26795,25,M038,24,25,1245,441,18899,West,1,14,35,1815
E00126,P03,Column,8364,2925,320,0.37,PSC,Accelerator,0.48,Ambient,1,21.1,48.0,2025-05-07 23:00:00,20.58,26.69,28.53,29.09,29.32,3813,30966,23,M098,71,36,1250,471,19055,East,0,25,24,2730
E00127,P03,Column,6073,1127,527,0.38,PSC,Retarder,0.64,Steam,2,19.3,84.8,2025-12-22 06:00:00,24.95,32.47,34.73,35.41,35.7,5096,34089,21,M084,44,32,1202,486,13865,Central,0,23,26,3925
E00128,P05,Slab,9457,2290,334,0.41,PSC,Retarder,1.48,Steam,0,17.8,59.9,2025-12-16 17:00:00,22.11,29.02,31.1,31.73,31.99,5477,31406,25,M036,60,34,1047,429,22791,South,0,9,33,3044
E00129,P01,Column,7877,2475,548,0.5,OPC,Retarder,1.34,Steam,2,35.4,52.9,2025-11-03 15:00:00,27.44,35.7,38.19,38.94,39.25,5016,38911,19,M028,69,30,1473,640,17816,West,0,10,21,3806
E00130,P04,Slab,4307,1459,347,0.49,OPC,Retarder,0.97,Moist,1,29.3,54.0,2025-08-09 03:00:00,20.8,27.21,29.14,29.72,29.97,4748,37286,20,M089,21,45,907,451,18815,East,1,7,23,2080
E00131,P03,Beam,7768,2378,476,0.47,PSC,Accelerator,0.52,Moist,2,23.1,61.3,2025-06-25 14:00:00,19.6,25.5,27.28,27.81,28.04,5226,32825,23,M018,39,17,917,311,17620,East,1,25,23,2173
E00132,P02,Beam,6211,2693,556,0.37,PSC,Accelerator,1.03,Moist,2,22.2,69.1,2025-03-31 17:00:00,22.86,29.74,31.82,32.44,32.7,4177,24107,24,M102,21,54,1002,530,21702,Central,0,18,32,1518
E00133,P02,Slab,8229,816,669,0.37,OPC,Retarder,0.88,Moist,0,28.3,42.6,2025-05-23 22:00:00,24.95,32.73,35.07,35.77,36.07,4737,21734,22,M126,53,55,1120,605,18367,South,0,24,32,3904
E00134,P01,Beam,9018,1618,206,0.36,OPC,Retarder,1.49,Ambient,0,23.1,80.5,2025-06-30 14:00:00,21.13,27.61,29.56,30.15,30.39,4425,21832,20,M096,64,24,1323,498,18852,East,1,24,24,3854
E00135,P04,Beam,8045,1083,621,0.39,PSC,Accelerator,1.12,Ambient,1,34.0,69.8,2025-04-06 15:00:00,23.91,31.49,33.77,34.46,34.75,4723,38296,18,M092,80,15,1296,369,15196,West,0,17,36,3527
E00136,P04,Column,7503,1085,204,0.4,OPC,Accelerator,1.42,Moist,0,35.8,88.3,2025-08-01 22:00:00,27.24,35.69,38.23,39.0,39.32,4362,25367,22,M044,69,44,1379,680,24657,West,1,20,36,1963
E00137,P05,Wall,7940,570,571,0.37,OPC,Retarder,1.18,Ambient,2,38.5,49.1,2025-05-18 17:00:00,27.96,36.38,38.91,39.68,40.0,5499,39419,21,M077,75,17,1260,434,17711,North,0,7,34,1980
E00138,P02,Wall,9322,2899,558,0.44,OPC,Plasticizer,1.31,Ambient,0,18.5,79.8,2025-10-29 22:00:00,16.87,21.99,23.54,24.0,24.2,5466,24781,18,M146,42,49,1087,605,20827,South,0,10,30,2698
E00139,P03,Slab,4610,2085,180,0.38,PSC,Plasticizer,0.5,Ambient,2,19.1,80.7,2025-05-17 16:00:00,19.11,24.86,26.59,27.12,27.34,4071,26181,20,M083,73,30,1492,501,20019,Central,0,9,28,3196
E00140,P04,Slab,6800,2511,404,0.4,PSC,Retarder,1.35,Moist,1,24.8,80.8,2025-02-08 20:00:00,24.01,30.92,33.01,33.64,33.9,4991,18081,19,M118,60,57,1166,735,13037,West,0,22,32,2392
E00141,P04,Wall,5823,1783,680,0.42,OPC,Plasticizer,0.75,Moist,1,26.6,55.1,2025-09-11 08:00:00,23.01,29.94,32.03,32.66,32.92,5197,19586,18,M026,60,44,816,363,14588,South,1,19,34,1502
E00142,P04,Wall,4802,1522,215,0.38,PSC,Retarder,1.38,Ambient,1,24.6,67.2,2025-12-19 04:00:00,22.33,28.8,30.75,31.34,31.58,5160,39263,20,M014,45,55,1112,671,23459,South,0,12,33,1873
E00143,P01,Slab,4587,2831,351,0.49,PSC,Accelerator,1.05,Ambient,2,17.9,87.0,2025-04-20 15:00:00,15.29,19.89,21.28,21.7,21.87,4503,21951,24,M034,50,19,1034,496,13463,North,0,8,23,2783
E00144,P03,Beam,8755,985,190,0.37,OPC,Plasticizer,1.25,Steam,0,30.5,66.7,2025-03-12 12:00:00,32.91,42.47,45.36,46.22,46.59,4701,29507,21,M039,78,41,1430,651,19248,East,0,11,22,1911
E00145,P02,Column,6379,2158,442,0.48,OPC,Accelerator,1.25,Moist,2,18.8,55.6,2025-10-29 23:00:00,17.51,22.78,24.37,24.85,25.05,3972,26131,22,M007,74,57,1108,405,20482,North,0,24,36,2272
E00146,P04,Beam,7554,1980,235,0.36,OPC,Retarder,0.98,Steam,2,34.1,83.8,2025-11-27 01:00:00,34.36,44.71,47.83,48.77,49.16,3945,35310,18,M093,79,35,935,498,21312,East,0,18,31,3737
E00147,P02,Slab,3612,1473,340,0.4,OPC,Accelerator,1.29,Moist,2,17.8,82.3,2025-02-07 00:00:00,19.74,25.69,27.48,28.02,28.24,4386,38597,24,M109,64,40,884,627,20791,West,0,22,24,2636
E00148,P01,Beam,4772,2597,454,0.47,PSC,Plasticizer,0.48,Steam,2,20.7,76.1,2025-02-10 16:00:00,22.0,28.63,30.63,31.23,31.48,5194,39074,19,M080,64,42,1044,329,16005,East,0,7,33,1975
E00149,P04,Wall,8956,1119,242,0.46,OPC,Plasticizer,1.07,Ambient,2,32.3,67.1,2025-11-08 01:00:00,21.62,28.14,30.1,30.69,30.94,3823,23368,25,M089,53,48,1065,385,18092,Central,0,9,28,1983
E00150,P01,Slab,5654,2761,198,0.38,PSC,Retarder,1.39,Steam,1,29.6,60.0,2025-08-08 08:00:00,30.13,39.39,42.18,43.02,43.38,3913,34371,20,M095,30,31,905,757,21402,East,1,8,27,3584
E00151,P01,Slab,7364,1890,512,0.42,OPC,Accelerator,1.44,Ambient,2,18.8,69.3,2025-01-07 07:00:00,17.75,23.1,24.71,25.19,25.4,5444,39486,24,M058,40,30,1226,768,23801,North,0,15,28,1819
E00152,P05,Slab,4969,1314,648,0.35,OPC,Retarder,1.35,Ambient,1,38.3,68.3,2025-03-03 16:00:00,28.82,37.48,40.09,40.87,41.2,4378,28180,23,M023,55,44,808,488,15287,East,0,14,29,2493
E00153,P04,Beam,9500,2638,371,0.45,OPC,Accelerator,1.41,Moist,0,32.7,47.6,2025-10-30 15:00:00,26.28,33.62,35.84,36.5,36.78,4277,35745,23,M003,80,36,801,688,22769,East,0,17,29,1925
E00154,P02,Column,3990,983,406,0.41,OPC,Accelerator,1.18,Ambient,2,38.4,86.3,2025-05-02 13:00:00,26.14,34.01,36.38,37.1,37.4,4645,30205,25,M022,57,21,1317,368,22440,Central,0,17,22,3924
E00155,P05,Beam,5439,1594,387,0.42,PSC,Retarder,0.44,Steam,2,39.6,81.9,2025-08-11 21:00:00,34.04,44.29,47.38,48.31,48.7,4468,28422,25,M070,34,19,1007,369,24778,North,1,23,23,2136
E00156,P01,Wall,6830,894,668,0.44,PSC,Accelerator,0.78,Moist,1,16.4,56.8,2025-08-19 14:00:00,18.37,23.74,25.35,25.84,26.04,4748,26683,19,M024,30,58,1111,723,23545,South,1,24,21,2380
E00157,P03,Beam,6414,2023,645,0.47,OPC,Plasticizer,0.31,Moist,1,23.3,59.9,2025-02-16 22:00:00,20.09,26.02,27.8,28.34,28.56,5479,23697,18,M104,74,43,1369,683,21013,South,0,12,23,3392
E00158,P01,Slab,9897,1310,253,0.4,OPC,Retarder,0.72,Moist,2,33.4,62.6,2025-03-04 00:00:00,26.93,35.05,37.49,38.23,38.54,5090,39125,19,M150,57,31,876,311,13056,South,0,11,34,2027
E00159,P01,Column,3914,1088,563,0.38,PSC,Retarder,0.84,Ambient,1,18.5,48.8,2025-03-04 01:00:00,17.5,23.17,24.88,25.4,25.62,5199,31980,20,M091,33,26,1081,443,19307,East,0,9,21,2506
E00160,P03,Column,3999,759,406,0.49,PSC,Accelerator,0.73,Moist,0,29.5,71.6,2025-07-30 17:00:00,21.31,27.75,29.68,30.27,30.51,5116,35229,21,M140,70,16,1191,700,23687,West,1,16,35,3730
E00161,P04,Wall,6681,1507,304,0.35,OPC,Retarder,1.1,Steam,0,19.5,88.1,2025-10-17 16:00:00,26.01,33.92,36.31,37.02,37.33,3860,27205,18,M121,53,37,1398,419,14615,East,0,8,27,2487
E00162,P03,Column,6406,1111,300,0.36,OPC,Plasticizer,1.5,Moist,2,27.6,69.8,2025-01-29 07:00:00,25.88,33.67,36.02,36.73,37.02,5228,29756,18,M091,80,51,1377,372,21225,Central,0,11,35,3720
E00163,P03,Slab,3960,1352,344,0.36,OPC,Plasticizer,1.2,Moist,0,20.2,84.9,2025-09-09 01:00:00,21.66,28.36,30.38,30.99,31.24,4479,38123,21,M034,41,60,981,770,17301,South,1,6,20,2105
E00164,P05,Wall,4094,1930,525,0.36,OPC,Retarder,0.87,Moist,1,29.1,43.3,2025-02-26 16:00:00,26.34,34.36,36.77,37.5,37.8,4079,23161,24,M125,61,35,978,662,21207,South,0,24,31,2414
E00165,P05,Wall,4543,1127,121,0.47,PSC,Plasticizer,0.84,Ambient,0,28.1,62.0,2025-07-13 09:00:00,20.91,26.84,28.62,29.16,29.38,5033,28427,21,M145,26,46,944,469,24211,South,1,7,27,2920
E00166,P03,Wall,7158,446,391,0.37,OPC,Accelerator,0.52,Steam,0,36.5,87.3,2025-11-22 02:00:00,33.12,43.73,46.92,47.88,48.28,4517,26410,19,M001,23,39,1248,675,18875,South,0,10,33,3519
E00167,P04,Slab,7427,2767,350,0.41,OPC,Retarder,0.62,Ambient,0,31.1,60.4,2025-10-07 12:00:00,24.07,31.03,33.13,33.76,34.03,4403,18657,23,M067,80,21,875,475,14787,East,0,17,25,1807
E00168,P05,Column,9271,526,561,0.35,OPC,Plasticizer,0.57,Moist,0,20.8,73.6,2025-06-23 19:00:00,24.16,31.05,33.12,33.75,34.01,3909,21318,23,M053,32,41,1367,669,23959,North,1,22,28,2653
E00169,P03,Column,8183,2651,622,0.35,OPC,Accelerator,0.42,Moist,0,35.0,48.9,2025-02-19 01:00:00,28.76,37.79,40.51,41.32,41.67,4675,20871,22,M123,32,21,826,405,14798,South,0,25,29,1835
E00170,P04,Column,7506,1485,213,0.36,PSC,Accelerator,0.59,Moist,1,33.1,82.8,2025-06-07 12:00:00,28.94,37.55,40.14,40.92,41.25,4556,24113,25,M012,36,43,1276,434,15706,North,1,13,21,2119
E00171,P01,Column,9696,2815,352,0.47,OPC,Retarder,0.78,Steam,1,31.7,50.2,2025-12-09 11:00:00,27.6,35.82,38.3,39.04,39.35,4896,33559,21,M122,39,20,1204,762,23703,North,0,6,36,3839
E00172,P05,Beam,4485,2239,297,0.35,OPC,Accelerator,0.4,Ambient,0,20.2,41.3,2025-12-13 19:00:00,20.22,26.41,28.27,28.83,29.06,3887,31873,19,M112,32,55,951,727,21749,Central,0,13,30,1774
E00173,P01,Wall,5762,2528,589,0.38,OPC,Plasticizer,1.0,Steam,2,25.5,84.6,2025-10-12 12:00:00,28.44,37.01,39.59,40.37,40.69,4870,31749,19,M107,29,24,1380,601,21546,West,0,8,23,3804
E00174,P01,Column,5663,1968,617,0.39,PSC,Accelerator,0.76,Ambient,1,29.8,53.4,2025-10-02 11:00:00,23.88,30.92,33.04,33.68,33.94,4625,22713,24,M010,45,36,1043,325,24218,East,0,20,28,3025
E00175,P01,Wall,7527,802,353,0.44,OPC,Retarder,0.79,Steam,1,28.8,61.8,2025-06-05 09:00:00,27.48,35.72,38.2,38.95,39.26,5385,28514,22,M107,58,56,891,396,19237,East,1,11,33,3484
E00176,P05,Beam,4037,1674,638,0.46,PSC,Accelerator,0.47,Steam,2,36.7,64.4,2025-01-29 16:00:00,30.27,39.38,42.13,42.96,43.3,3859,23693,21,M052,73,18,1055,316,19478,East,0,6,31,2315
E00177,P03,Column,8705,907,151,0.48,OPC,Retarder,1.26,Moist,2,25.6,41.1,2025-08-26 16:00:00,20.23,26.32,28.15,28.71,28.94,4713,23819,25,M142,42,37,967,728,16237,East,1,7,29,1612
E00178,P04,Beam,5313,1322,331,0.45,PSC,Plasticizer,0.61,Moist,2,18.5,81.7,2025-03-25 18:00:00,18.39,23.93,25.6,26.1,26.31,3841,18291,25,M034,61,26,1415,710,12138,North,0,12,28,3991
E00179,P03,Wall,7260,1432,343,0.5,PSC,Retarder,0.93,Steam,2,19.3,53.6,2025-08-05 12:00:00,20.12,26.18,28.01,28.56,28.79,5488,38434,24,M150,26,15,1323,639,18131,East,1,22,29,2722
E00180,P01,Wall,8747,1731,403,0.39,PSC,Plasticizer,0.97,Steam,2,31.3,81.5,2025-02-02 10:00:00,31.2,40.6,43.43,44.28,44.64,4411,24172,20,M133,68,30,858,712,21830,West,0,17,30,2073
E00181,P01,Column,6814,1990,156,0.38,OPC,Retarder,0.31,Steam,2,18.4,85.0,2025-06-01 08:00:00,24.44,31.81,34.02,34.69,34.97,4255,35518,25,M092,52,34,974,730,22774,West,1,22,25,2703
E00182,P01,Wall,9440,2689,307,0.44,PSC,Plasticizer,1.1,Ambient,0,19.4,85.7,2025-03-07 23:00:00,18.36,23.59,25.17,25.64,25.84,4527,25318,22,M108,70,36,1180,433,21593,West,0,14,34,1982
E00183,P04,Slab,7368,1196,632,0.41,OPC,Plasticizer,0.76,Moist,2,28.0,42.3,2025-11-21 18:00:00,24.04,31.28,33.46,34.11,34.39,4411,31536,18,M039,28,27,1150,509,21329,North,0,19,24,2795
E00184,P02,Beam,6067,2998,179,0.36,OPC,Retarder,1.02,Moist,0,21.1,59.5,2025-09-07 10:00:00,21.95,28.78,30.84,31.46,31.72,5358,23524,20,M126,70,20,932,614,19105,North,1,25,33,3152
E00185,P04,Slab,7872,1216,502,0.39,OPC,Retarder,0.73,Steam,0,33.0,54.9,2025-07-16 00:00:00,31.19,40.87,43.79,44.67,45.03,3836,18135,21,M058,64,37,1119,366,13682,West,1,17,36,3911
E00186,P03,Wall,5882,2267,652,0.45,PSC,Retarder,1.42,Steam,0,33.3,50.7,2025-02-03 01:00:00,31.76,40.54,43.18,43.97,44.31,4501,34062,23,M049,30,40,819,416,15675,South,0,9,26,1589
E00187,P05,Wall,9325,553,504,0.35,PSC,Plasticizer,0.61,Steam,0,29.9,42.6,2025-03-28 03:00:00,34.98,44.74,47.68,48.57,48.94,5016,19571,19,M006,23,59,918,513,19279,Central,0,17,23,3741
E00188,P03,Beam,9195,2981,129,0.4,PSC,Retarder,1.23,Steam,0,17.7,43.8,2025-12-26 04:00:00,23.18,30.19,32.3,32.94,33.2,5156,35049,22,M036,46,21,1323,668,22120,West,0,8,29,1966
E00189,P01,Beam,9873,1477,655,0.46,OPC,Retarder,0.89,Steam,1,32.2,61.7,2025-04-12 19:00:00,28.41,36.87,39.41,40.18,40.5,4404,23255,18,M141,51,28,1292,469,15842,West,0,5,20,1864
E00190,P01,Beam,4237,2495,196,0.47,OPC,Retarder,1.13,Steam,0,21.8,69.5,2025-12-09 15:00:00,21.97,28.76,30.8,31.42,31.68,4735,27700,22,M119,23,21,978,747,12646,Central,0,14,31,2780
E00191,P04,Slab,4633,1098,456,0.4,PSC,Retarder,0.41,Steam,1,37.9,46.8,2025-02-18 01:00:00,34.25,44.57,47.68,48.62,49.01,5301,21045,23,M088,31,22,1210,504,19479,North,0,13,32,3458
E00192,P04,Slab,4805,824,546,0.38,PSC,Plasticizer,0.95,Steam,1,36.8,76.6,2025-02-27 04:00:00,35.12,45.6,48.76,49.71,50.11,4171,38031,24,M092,59,16,1500,750,23915,South,0,9,35,3499
E00193,P01,Slab,5643,1687,132,0.47,OPC,Plasticizer,1.09,Moist,2,32.3,82.5,2025-08-14 01:00:00,23.34,30.38,32.49,33.13,33.4,4871,38258,19,M111,62,30,1293,477,22874,West,1,25,32,2108
E00194,P05,Beam,7641,2322,627,0.38,OPC,Accelerator,1.49,Moist,1,38.6,42.0,2025-01-28 00:00:00,29.48,38.61,41.36,42.19,42.53,4293,28842,22,M013,52,29,1363,629,18203,Central,0,17,27,1822
E00195,P04,Slab,7583,2231,443,0.46,OPC,Retarder,1.41,Steam,2,19.5,68.4,2025-10-21 14:00:00,21.83,28.41,30.39,30.98,31.23,3836,21363,24,M106,22,50,1362,300,13489,West,0,24,29,3582
E00196,P05,Column,6292,1888,175,0.49,OPC,Retarder,1.47,Moist,2,38.6,63.7,2025-12-02 21:00:00,24.93,32.44,34.7,35.39,35.67,5371,38308,25,M094,65,43,916,349,24440,South,0,12,20,2898
E00197,P03,Wall,9251,835,166,0.48,OPC,Retarder,1.31,Ambient,2,23.0,81.4,2025-10-08 16:00:00,17.44,22.7,24.28,24.75,24.95,5320,31409,19,M066,59,27,992,361,18437,East,0,11,34,2280
E00198,P03,Slab,9825,2245,588,0.38,OPC,Retarder,0.44,Ambient,2,16.9,74.8,2025-08-01 01:00:00,18.15,23.62,25.27,25.76,25.97,5307,19591,24,M150,50,47,981,654,21479,North,1,10,24,1924
E00199,P04,Column,6929,2894,374,0.4,PSC,Retarder,1.17,Moist,1,16.6,55.8,2025-11-07 10:00:00,19.91,25.69,27.43,27.95,28.17,4727,22370,20,M106,58,59,1324,453,23493,Central,0,22,30,3767
E00200,P02,Wall,9124,1814,255,0.4,OPC,Plasticizer,1.05,Steam,2,37.1,70.8,2025-04-18 19:00:00,33.85,44.04,47.11,48.04,48.43,5104,28563,19,M091,55,45,1396,592,22930,South,0,18,29,3230
E00201,P01,Column,4690,617,177,0.38,OPC,Retarder,0.33,Ambient,1,36.8,41.1,2025-02-24 00:00:00,26.82,34.88,37.31,38.04,38.35,5199,26210,20,M016,64,33,1008,685,20866,Central,0,6,31,3353
E00202,P01,Beam,9581,2698,518,0.49,OPC,Plasticizer,1.26,Steam,1,39.9,57.5,2025-12-12 23:00:00,30.6,39.66,42.39,43.21,43.55,5219,39774,18,M098,44,41,1120,794,21046,Central,0,6,20,2529
E00203,P02,Wall,9685,2810,679,0.47,OPC,Plasticizer,0.78,Ambient,1,27.0,71.4,2025-08-15 07:00:00,19.04,24.84,26.58,27.11,27.33,4719,23813,19,M048,31,47,922,493,12665,Central,1,18,28,3779
E00204,P03,Wall,3546,1753,597,0.41,OPC,Accelerator,1.19,Ambient,1,21.0,45.5,2025-03-24 18:00:00,19.69,25.4,27.13,27.64,27.86,5022,19666,22,M126,70,51,1363,483,13194,South,0,15,36,2400
E00205,P02,Beam,6907,2624,669,0.4,PSC,Accelerator,0.64,Moist,0,22.4,51.7,2025-02-04 16:00:00,21.83,28.41,30.39,30.99,31.24,4236,39736,23,M085,43,33,1023,786,24331,Central,0,24,36,3445
E00206,P05,Wall,7150,1384,369,0.41,OPC,Plasticizer,1.12,Moist,1,20.5,87.5,2025-02-28 21:00:00,20.75,26.97,28.84,29.4,29.64,5430,21715,24,M066,54,33,825,766,20468,North,0,16,36,3583
E00207,P04,Beam,6124,2504,204,0.47,OPC,Accelerator,0.41,Steam,2,25.4,84.0,2025-01-23 09:00:00,24.27,31.58,33.78,34.44,34.72,3815,38543,19,M054,62,55,1018,742,23229,West,0,18,23,2342
E00208,P05,Beam,3694,2280,459,0.44,OPC,Accelerator,0.5,Ambient,0,39.8,51.6,2025-11-28 02:00:00,26.03,33.67,35.97,36.66,36.95,4164,26254,19,M148,72,29,1064,508,18357,West,0,19,32,3273
E00209,P03,Slab,7881,424,184,0.49,OPC,Plasticizer,1.08,Ambient,1,30.2,65.6,2025-07-19 21:00:00,19.35,25.28,27.06,27.6,27.83,4829,21477,22,M078,58,20,1088,691,19170,North,1,17,32,1626
E00210,P04,Beam,9617,2001,678,0.38,PSC,Plasticizer,0.52,Ambient,1,34.5,57.5,2025-10-01 07:00:00,25.51,33.28,35.62,36.32,36.62,5187,39231,23,M003,55,50,944,363,12684,South,0,5,32,3700
E00211,P05,Wall,5234,2090,644,0.36,OPC,Accelerator,1.46,Ambient,0,37.1,86.4,2025-06-06 06:00:00,29.19,37.56,40.08,40.84,41.16,5063,26281,21,M030,31,57,1380,736,12891,North,1,22,34,3751
E00212,P01,Wall,4304,1208,618,0.45,PSC,Retarder,0.48,Ambient,2,35.4,51.2,2025-12-10 02:00:00,23.21,30.21,32.31,32.95,33.21,5142,25685,19,M073,59,19,998,462,19960,East,0,19,30,2752
E00213,P05,Wall,6091,2154,292,0.38,OPC,Retarder,0.94,Ambient,0,29.8,69.0,2025-10-17 18:00:00,23.13,30.28,32.43,33.08,33.36,5258,38998,24,M071,73,38,937,647,24009,South,0,15,35,3395
E00214,P04,Slab,4939,2884,203,0.48,PSC,Accelerator,1.45,Steam,0,36.6,80.5,2025-06-06 15:00:00,28.71,37.48,40.12,40.91,41.24,4339,38533,19,M020,77,16,1319,623,12511,East,1,23,32,3916
E00215,P02,Column,8856,1008,494,0.45,PSC,Accelerator,0.96,Steam,2,17.2,60.4,2025-10-10 08:00:00,21.09,27.44,29.35,29.92,30.17,4395,22387,25,M129,52,20,1206,486,20227,North,0,5,27,2179
E00216,P05,Beam,8139,2717,269,0.46,PSC,Retarder,0.9,Ambient,0,17.0,51.0,2025-08-17 05:00:00,15.12,19.89,21.33,21.76,21.94,5359,33979,21,M017,36,38,1039,321,22954,South,1,11,36,2979
E00217,P04,Slab,8812,1727,225,0.45,PSC,Plasticizer,0.39,Moist,2,36.3,64.8,2025-08-21 01:00:00,25.92,33.72,36.07,36.78,37.08,4914,36683,20,M097,61,39,1174,600,22704,West,1,7,36,2530
E00218,P04,Wall,6326,2394,613,0.47,OPC,Plasticizer,0.72,Ambient,1,32.0,68.3,2025-09-22 12:00:00,20.85,27.2,29.12,29.7,29.94,4139,25536,19,M132,61,32,1016,376,15062,South,1,10,31,3965
E00219,P01,Slab,7444,2361,610,0.39,OPC,Plasticizer,1.35,Ambient,2,34.9,72.9,2025-08-01 10:00:00,25.53,33.22,35.54,36.24,36.53,4641,18735,21,M012,28,51,1406,382,14207,South,1,25,36,1660
E00220,P05,Wall,4974,2516,535,0.45,OPC,Plasticizer,1.12,Steam,2,30.5,77.6,2025-01-29 05:00:00,27.73,36.08,38.6,39.36,39.67,5482,27288,19,M056,48,53,1282,744,19891,South,0,10,27,3182
E00221,P05,Wall,4873,1803,584,0.37,OPC,Accelerator,1.36,Moist,1,36.8,41.5,2025-10-26 05:00:00,29.84,38.86,41.57,42.39,42.73,4070,21557,18,M052,53,47,1500,514,14450,South,0,24,23,2226
E00222,P04,Slab,4263,2375,253,0.4,OPC,Plasticizer,1.19,Steam,1,19.0,80.9,2025-11-04 01:00:00,24.06,31.28,33.46,34.11,34.39,4869,31784,23,M012,64,48,1239,417,19899,Central,0,17,31,3912
E00223,P05,Wall,7408,1352,205,0.47,PSC,Plasticizer,0.91,Steam,1,15.2,54.4,2025-08-06 04:00:00,19.45,25.28,27.04,27.57,27.79,4327,24193,18,M002,56,48,920,566,12117,North,1,17,26,2793
E00224,P04,Column,8837,2797,379,0.44,PSC,Plasticizer,0.61,Moist,2,30.9,67.0,2025-02-24 04:00:00,24.06,31.31,33.49,34.15,34.43,4548,38050,22,M102,68,28,1223,582,24841,East,0,22,35,2232
E00225,P03,Wall,6012,2766,472,0.47,PSC,Plasticizer,0.43,Ambient,2,34.0,67.1,2025-10-12 15:00:00,21.85,28.43,30.42,31.01,31.26,4043,25529,25,M042,26,28,1320,505,24879,Central,0,15,21,2158
E00226,P04,Column,8417,2183,210,0.44,OPC,Retarder,1.42,Ambient,1,17.6,86.9,2025-02-16 04:00:00,16.81,21.83,23.34,23.8,23.99,3963,37956,18,M099,79,40,1428,635,20536,North,0,14,21,2217
E00227,P04,Wall,5095,537,642,0.45,OPC,Plasticizer,0.38,Ambient,2,22.5,75.4,2025-01-06 06:00:00,18.26,23.75,25.41,25.91,26.12,3873,29787,21,M001,30,20,1082,699,18544,West,0,16,32,3160
E00228,P05,Slab,4238,2651,411,0.4,PSC,Retarder,1.05,Moist,0,16.1,83.6,2025-09-23 00:00:00,18.26,23.97,25.68,26.2,26.42,5041,24374,25,M104,56,15,1067,389,18670,South,1,21,23,3788
E00229,P01,Slab,7704,1455,670,0.5,PSC,Plasticizer,1.46,Moist,1,33.7,46.5,2025-05-31 10:00:00,23.34,30.14,32.19,32.8,33.06,4953,33847,21,M087,69,44,1497,535,21614,Central,0,5,35,1976
E00230,P03,Beam,9045,1341,443,0.45,PSC,Retarder,0.84,Steam,2,21.8,89.9,2025-07-15 20:00:00,23.38,30.43,32.55,33.19,33.45,3819,26629,21,M074,25,40,1489,683,17603,North,1,7,25,3451
